GT BAROMETRIC PRESSURE,GT COMPRESSOR INLET AIR TEMPERATURE,GT COMPRESSOR OUTLET AIR TEMPERATURE,GT EXHAUST GAS AVERAGE TEMPERATURE (EXHAUST),GT EXHAUST GAS DUCT PRESSURE,GT ACTLD,GT IGV POSITION,GT MAIN A FUEL GAS FLOW,»»÷µ
907.4,8.9,415.4,563.9,2.5297,225.49,31.49,3.5,34.917
907.5,8.9,407.1,562.3,2.2437,204.65,28.38,3.5,34.926
907.4,9,400.5,567.2,2.1729,200.13,30.23,3.5,34.924
907.5,8.7,400.1,566.4,2.1842,203.7,31.17,3.5,34.935
907.4,8.8,400.4,565,2.2062,205.28,31.64,3.5,34.931
907.5,9,400.9,564,2.2072,205.85,31.85,3.5,34.938
907.5,9.2,401.4,564,2.2097,205.91,32.01,3.5,34.953
907.5,9.1,401.6,563.5,2.2247,206.54,31.71,3.5,34.93
907.5,8.9,401.3,562.6,2.2253,205.8,31.45,3.5,34.931
907.5,9.3,401.2,562.3,2.2122,205.12,30.93,3.5,34.932
907.5,9,400.9,561.8,2.2137,204.23,30.93,3.5,34.934
907.5,8.8,400.2,561.6,2.2048,204.18,30.94,3.5,34.939
907.5,8.8,400,561.6,2.2028,204.7,30.93,3.5,34.932
907.5,8.9,400.2,561.7,2.2126,205.01,30.97,3.5,34.941
907.5,8.8,400.4,561.6,2.2131,204.7,31.03,3.5,34.937
907.4,9,400.3,561.5,2.2035,204.6,31.08,3.5,34.928
907.4,8.9,400.2,561.5,2.2087,204.6,31.2,3.5,34.933
907.4,8.7,400.2,561.6,2.2129,205.23,31.1,3.5,34.953
907.4,8.5,399.7,561.2,2.2148,205.43,31.13,3.5,34.953
907.4,8.4,399.4,561.1,2.2062,205.59,31.12,3.5,34.93
907.4,8.4,399.4,561.2,2.2086,205.17,31.3,3.5,34.945
907.4,8.5,399.5,561.3,2.2098,205.7,31.32,3.5,34.944
907.5,8.5,399.7,561.3,2.2054,205.54,31.12,3.5,34.943
907.4,8.1,399.3,560.7,2.2124,205.65,31.06,3.5,34.923
907.3,8,398.9,560.5,2.212,205.59,31.12,3.5,34.937
907.3,7.9,398.8,560.4,2.2157,205.7,31.06,3.5,34.933
907.3,7.8,398.6,560.2,2.2138,205.85,31.43,3.5,34.92
907.3,7.9,398.5,560.5,2.2151,206.38,31.33,3.5,34.92
907.3,8,398.9,560.5,2.2163,206.07,31.4,3.5,34.907
907.4,7.8,399,560.6,2.2113,206.38,31.44,3.5,34.92
907.4,8.1,399.3,560.7,2.2123,206.17,31.34,3.5,34.919
907.4,7.9,398.9,560.6,2.2076,206.27,31.42,3.5,34.92
907.4,7.8,398.9,560.7,2.2098,206.54,31.26,3.5,34.932
907.4,7.9,398.9,560.7,2.2161,205.96,31.22,3.5,34.961
907.4,7.8,398.9,560.4,2.2142,206.12,31.25,3.5,34.961
907.5,7.7,398.8,560.2,2.2191,206.33,31.24,3.5,34.961
907.5,7.7,398.7,560.2,2.2161,206.33,31.4,3.5,34.952
907.5,8.1,398.9,560.6,2.2082,206.07,31.2,3.5,34.944
907.6,7.8,398.9,560.3,2.2137,206.01,31.27,3.5,34.957
907.5,7.7,398.9,560.2,2.2145,206.8,31.08,3.5,34.948
907.5,7.7,398.6,559.9,2.2139,206.12,31.04,3.5,34.95
907.5,7.6,398.7,559.9,2.2123,205.91,30.98,3.5,34.955
907.5,7.5,398.5,559.6,2.2095,205.8,31.1,3.5,34.952
907.4,7.5,398.5,559.8,2.2105,206.01,30.83,3.5,34.945
907.4,7.2,398.2,559.3,2.21,206.12,30.99,3.5,34.953
907.5,7.3,398,559.4,2.2122,206.17,30.9,3.5,34.954
907.5,7.5,398.2,559.5,2.2118,205.43,30.87,3.5,34.943
907.5,7.5,398.2,559.5,2.2187,205.75,30.92,3.5,34.953
907.5,7.5,398.1,559.5,2.2139,205.8,31.1,3.5,34.957
907.4,7.6,398.4,559.9,2.2097,205.91,31,3.5,34.957
907.5,7.7,398.5,559.9,2.2112,205.65,31.11,3.5,34.957
907.4,7.6,398.6,560,2.2121,206.22,30.95,3.5,34.962
907.4,7.6,398.5,559.8,2.2098,205.65,31.11,3.5,34.944
907.4,7.8,398.5,560,2.2096,205.54,31.14,3.5,34.955
907.4,7.8,398.7,560.3,2.213,205.49,31.11,3.5,34.95
907.4,7.9,398.8,560.2,2.2096,205.85,31.06,3.5,34.955
907.4,7.7,398.7,560.1,2.2158,205.75,31.14,3.5,34.964
907.5,7.8,398.8,560.3,2.2152,206.01,31.02,3.5,34.953
907.5,7.9,398.7,560.1,2.2121,205.7,31.09,3.5,34.955
907.6,7.9,398.8,560.2,2.2117,206.07,31.43,3.5,34.95
907.6,8,398.7,560.7,2.213,206.12,31.33,3.5,34.966
907.6,8.1,398.9,560.6,2.2065,205.8,32.34,3.6,34.964
907.6,8,399.1,561.1,2.2297,208.8,36.37,3.6,34.941
907.6,8,400.9,561.9,2.3429,216.51,39.92,3.7,34.967
907.6,8.1,403.1,562,2.423,222.76,42.93,3.7,34.96
907.6,8,405.5,562.5,2.5045,227.43,42.35,3.7,34.967
907.7,8.1,406.3,561.2,2.4964,226.28,42,3.7,34.97
907.7,8.2,406.5,560.7,2.4903,226.01,41.86,3.7,34.964
907.7,8.2,406.3,560.9,2.4844,225.91,41.85,3.7,34.966
907.7,8.2,406.1,561.2,2.4848,225.86,41.9,3.7,34.925
907.7,8.4,406.2,561.2,2.4879,225.49,41.72,3.7,34.978
907.7,8.3,406.5,561.2,2.4899,225.17,41.9,3.7,34.976
907.7,8.4,406.2,561.6,2.4848,225.65,41.96,3.7,34.958
907.7,8.5,406.3,561.7,2.4871,225.8,42.07,3.7,34.957
907.8,8.7,406.6,562.1,2.4825,225.54,41.84,3.7,34.964
907.7,8.5,406.6,561.8,2.4867,225.38,42.03,3.7,34.962
907.8,8.7,406.8,561.9,2.4822,225.75,41.82,3.7,34.96
907.8,8.6,406.8,561.8,2.4854,225.07,41.72,3.7,34.947
907.8,8.4,406.6,561.6,2.4884,225.49,42.1,3.7,34.954
907.8,8.8,406.7,562.2,2.4875,225.12,41.97,3.7,34.953
907.8,8.9,406.9,562.3,2.4787,225.44,41.88,3.7,34.949
907.8,8.7,407.2,562.2,2.4834,224.97,42.09,3.7,34.941
907.8,9,407.2,562.5,2.4855,225.91,42.06,3.7,34.961
907.7,9.2,407.6,562.7,2.4826,225.17,42.18,3.7,34.965
907.7,9.3,407.9,563,2.4813,225.54,42.08,3.7,34.965
907.7,9.2,407.8,562.8,2.4834,225.28,42.26,3.7,34.955
907.6,9.4,407.8,563.1,2.4792,225.17,42.11,3.7,34.964
907.6,9.3,407.9,563,2.4815,225.02,42.08,3.7,34.968
907.6,9.2,407.8,562.8,2.4866,224.76,42.3,3.7,34.973
907.6,9.7,408.4,563.5,2.4819,225.23,42.2,3.7,34.954
907.6,9.5,408.5,563.3,2.4863,225.23,42.17,3.7,34.987
907.7,9.5,408.2,563.2,2.4857,225.33,42.14,3.7,34.97
907.6,9.5,408.3,563.3,2.4868,225.12,42.11,3.7,34.95
907.6,9.5,408.2,563.2,2.4809,224.81,42.4,3.7,34.95
907.6,10,408.8,563.9,2.479,225.12,42.41,3.7,34.93
907.6,9.9,409,564.1,2.4835,225.23,42.47,3.7,34.927
907.6,10,409.1,564.2,2.4798,224.91,42.46,3.7,34.961
907.5,10.1,409.2,564.4,2.475,225.17,42.58,3.7,34.957
907.5,10.4,409.5,564.3,2.4724,224.65,42.96,3.7,34.963
907.4,10.9,410.2,564.7,2.4799,224.91,42.58,3.7,34.95
907.5,10.6,410.2,564.2,2.4851,224.86,42.77,3.7,34.956
907.5,10.6,410.2,564.4,2.4801,225.02,42.63,3.7,34.955
907.5,10.5,410,564.3,2.4793,224.81,42.93,3.7,34.967
907.4,10.8,410.3,564.7,2.4805,224.81,43,3.7,34.974
907.4,10.9,410.3,565,2.4797,225.17,43,3.7,34.968
907.3,11.2,410.6,565.2,2.4762,224.7,43.19,3.7,34.945
907.3,11.5,411.2,565.1,2.4816,224.65,43.09,3.7,34.968
907.2,11.3,411.4,565,2.4838,224.6,43.26,3.7,34.953
907.2,11.3,411.2,565.2,2.4787,224.7,43.47,3.7,34.96
907.2,11.6,411.4,565.5,2.4778,224.7,43.43,3.7,34.937
907.2,11.6,411.6,565.4,2.4807,224.6,43.58,3.7,34.949
907.1,11.7,411.7,565.6,2.4741,224.44,43.51,3.7,34.957
907.1,11.8,412,565.7,2.4804,224.86,43.85,3.7,34.938
907,12.2,412.5,565.8,2.4858,224.65,40.31,3.6,34.949
907,12.1,411.5,563.8,2.4227,217.83,36.18,3.6,34.947
907,12.5,409.6,562.8,2.321,210.26,32.11,3.5,34.961
907,12.3,407.1,562.3,2.2121,203.02,32.12,3.5,34.957
906.9,12.8,406,564.9,2.1911,202.65,32.79,3.5,34.965
906.9,12.5,406.1,564.5,2.203,205.54,41.34,3.7,34.953
906.8,13.2,409.1,567.6,2.4144,219.35,40.82,3.6,34.945
906.7,13.5,411.8,566.2,2.4002,217.88,40.05,3.6,34.953
906.7,13,411.5,565.5,2.386,217.3,40.22,3.6,34.949
906.6,13.2,411.4,566,2.3895,217.4,40.33,3.6,34.945
906.6,13.7,411.6,566.4,2.3795,216.99,39.97,3.6,34.952
906.6,13.2,411.5,565.8,2.3811,216.62,39.87,3.6,34.961
906.6,13.4,411.6,565.7,2.3774,216.72,39.83,3.6,34.958
906.5,13.2,411.8,565.9,2.3849,216.56,40.13,3.6,34.943
906.4,13.6,411.8,566.4,2.3825,216.72,40.2,3.6,34.965
906.3,13.8,412.2,566.8,2.3751,216.77,41.01,3.6,34.95
906.2,15,413.2,568.4,2.3882,216.77,40.98,3.6,34.954
906.2,15.1,413.7,568.1,2.3703,217.14,41.14,3.6,34.945
906.1,15.1,414,568.4,2.3931,216.99,41.19,3.6,34.953
906,15.1,414.2,568.4,2.3825,217.04,41.4,3.6,34.958
905.9,15.5,414.4,568.9,2.3724,217.09,41.77,3.6,34.954
905.9,16.1,415.8,569.3,2.3752,217.2,41.44,3.6,34.961
905.9,16.1,416,568.9,2.3788,216.2,41.46,3.6,34.953
905.9,16.2,416.3,569,2.374,216.41,41.65,3.6,34.949
905.6,16.3,416.3,569.4,2.3813,216.67,41.71,3.6,34.95
905.6,16.3,416.1,569.4,2.3877,216.46,41.11,3.6,34.953
905.5,15.6,415.5,568.6,2.3815,216.51,41.42,3.6,34.949
905.4,15.9,415.3,569.1,2.3768,216.35,41.21,3.6,34.945
905.3,15.9,415.3,568.9,2.3825,216.15,41.24,3.6,34.937
905.2,15.6,415.3,569,2.3815,216.46,41.58,3.6,34.937
905.2,16.1,415.6,569.5,2.3809,216.41,41.09,3.6,34.954
905.1,15.9,415.5,568.8,2.3743,216.09,41.1,3.6,34.953
905.1,15.7,415.4,568.8,2.3833,215.88,41.56,3.6,34.956
904.9,16.2,415.9,569.6,2.3782,216.56,41.19,3.6,34.94
904.9,15.6,415.9,568.8,2.3768,216.09,41.1,3.6,34.953
904.8,15.5,415.4,568.6,2.3765,216.3,41.77,3.6,34.935
904.7,16.3,415.6,570,2.3696,217.04,41.63,3.6,34.948
904.7,16.4,416.1,570,2.3799,216.04,41.3,3.6,34.969
904.6,16,415.8,569.3,2.3724,216.09,42.18,3.6,34.958
904.6,16.8,416.2,570.7,2.3739,216.67,42.2,3.6,34.966
904.5,17.3,417.3,570.7,2.378,216.25,42.15,3.6,34.974
904.5,17.2,417.5,570.4,2.3854,216.46,42,3.6,34.982
904.4,17.1,417.4,570.4,2.3724,215.78,42.55,3.6,34.97
904.4,17.7,418.3,571.2,2.3788,216.04,42.49,3.6,34.969
904.3,17.7,418.5,571.4,2.3755,216.41,42.41,3.6,34.957
904.2,17.7,418.7,571.1,2.3753,216.09,42.64,3.6,34.965
904.1,17.9,418.8,571.6,2.3736,216.25,43.31,3.7,34.97
904.1,18.1,419.6,571.9,2.3876,217.72,48.57,3.7,34.977
904.1,17.7,421.6,569.7,2.5024,224.39,48.05,3.7,34.973
903.9,17.2,422.1,569,2.512,224.18,47.6,3.7,34.945
903.8,16.9,421.2,568.6,2.4989,223.97,48.06,3.7,34.92
903.7,17.6,421.4,569.4,2.5033,223.55,47.93,3.7,34.916
903.7,17.1,421.5,569,2.5015,223.49,47.7,3.7,34.896
903.5,17,421,568.8,2.5083,223.65,47.85,3.7,34.926
903.5,17.4,421.2,569.2,2.4987,223.81,47.8,3.7,34.919
903.4,17.2,421.2,569.3,2.5,223.81,48.23,3.7,34.89
903.4,17.4,421.6,569.3,2.4967,224.07,47.83,3.7,34.907
903.3,17.3,421.9,568.9,2.5003,223.49,48.05,3.7,34.903
903.3,17.3,421.7,569,2.4998,223.97,48.26,3.7,34.92
903.2,17.9,422,569.7,2.4936,223.49,48.68,3.7,34.907
903.1,18.1,422.7,569.9,2.5086,223.49,48.4,3.7,34.912
903,18,422.8,569.7,2.4996,223.86,49.28,3.7,34.911
902.9,18.5,423.1,570.5,2.5053,223.81,49.33,3.7,34.924
902.9,19,423.5,570.6,2.5017,223.34,48.56,3.7,34.928
902.8,18.1,423.4,569.6,2.5038,223.76,49.03,3.7,34.928
902.7,18.7,423.1,570.2,2.4939,223.39,48.94,3.7,34.92
902.6,18.5,423.2,570.2,2.5031,223.65,49.33,3.7,34.912
902.6,18.9,423.6,570.9,2.4977,223.7,50.06,3.7,34.936
902.4,19.8,424.7,571.4,2.5109,223.65,50.06,3.7,34.924
902.4,19.9,425.8,571.2,2.5107,223.6,49.55,3.7,34.924
902.4,19.1,425.2,570.2,2.5125,223.65,49.04,3.7,34.937
902.4,18.8,424.5,569.9,2.5105,222.87,48.72,3.7,34.923
902.4,18.4,423.7,570,2.5085,223.6,48.99,3.7,34.936
902.3,18.5,424,570.3,2.5088,223.7,49.33,3.7,34.923
902.2,18.8,424.1,570.9,2.5035,223.65,49.54,3.7,34.932
902.1,18.9,424.6,570.9,2.5036,223.76,48.9,3.7,34.932
902.1,18.4,424.3,569.9,2.5073,223.28,49.14,3.7,34.921
902,18.7,424,570.5,2.4936,223.55,49.92,3.7,34.899
901.9,19.6,424.8,571.4,2.5074,223.76,49.89,3.7,34.911
901.8,19.5,425.2,571.3,2.513,223.55,49.68,3.7,34.907
901.8,19.3,425.2,570.7,2.5081,223.39,49.56,3.7,34.911
901.8,19.2,425.2,570.6,2.5077,223.44,49.84,3.7,34.908
901.7,19.4,425.3,571,2.5137,223.49,49.82,3.7,34.904
901.6,19.3,425.3,570.8,2.5046,223.91,49.92,3.7,34.923
901.5,19.7,425.2,571.3,2.5031,223.18,50.47,3.7,34.915
901.4,20.2,426.1,572,2.5019,223.39,50.75,3.7,34.898
901.3,20.4,426.5,572.1,2.5038,223.49,50.91,3.7,34.914
901.3,20.7,426.9,572.2,2.5012,223.65,50.35,3.7,34.887
901.3,20.2,426.4,571.5,2.5018,223.49,50.71,3.7,34.903
901.1,20.3,426.4,571.8,2.5096,223.86,50.35,3.7,34.899
901.1,20.1,426.6,571.7,2.5042,223.23,50.87,3.7,34.903
900.9,20.6,426.8,572.3,2.5009,223.34,50.59,3.7,34.903
901,20.3,427,572,2.5205,223.65,50.79,3.7,34.91
900.8,20.5,426.9,571.8,2.5048,223.34,51.07,3.7,34.913
900.7,20.8,427.5,572.4,2.5066,223.34,51.09,3.7,34.906
900.7,20.8,427.8,572.4,2.5099,223.23,51.4,3.7,34.91
900.5,21.1,428.1,573,2.5177,223.18,51.09,3.7,34.907
900.5,20.9,428.2,572.7,2.5132,223.39,60.13,3.8,34.903
900.3,20.6,429.9,574.1,2.6771,236.57,67.81,3.9,34.899
900.3,20.9,435.8,575,2.8581,244.76,66.56,3.9,34.92
900.1,21.1,437.7,573.7,2.8216,243.13,65.79,3.9,34.899
900.1,21.2,437.9,573.9,2.8111,241.98,66.01,3.9,34.924
900,21.2,438.1,574.6,2.8036,242.34,66.45,3.9,34.924
899.9,21.5,438.5,575.1,2.8144,242.19,66.48,3.9,34.903
899.9,21.5,438.7,575.5,2.8022,242.66,66.38,3.9,34.932
899.7,21.3,438.2,575.3,2.8084,242.92,66.06,3.9,34.928
899.6,21.1,438.3,574.8,2.8243,242.71,65.99,3.9,34.916
899.6,21.2,438.6,575.2,2.8201,241.82,65.99,3.9,34.927
899.5,21.2,438.4,575,2.8116,242.34,66.32,3.9,34.919
899.5,21.3,438.4,575.2,2.8096,242.5,66.3,3.9,34.919
899.5,21.6,439,575.9,2.8077,242.19,66.02,3.9,34.923
899.5,21.2,438.2,575,2.8141,242.45,65.41,3.9,34.92
899.4,20.8,438,574.7,2.8148,242.29,65.49,3.9,34.928
899.4,20.6,437.1,574.6,2.8093,242.55,65.87,3.9,34.924
899.3,21,437.2,575.2,2.8079,242.19,65.09,3.9,34.907
899.3,20.4,436.9,574.3,2.8085,242.29,65.06,3.9,34.928
899.2,20.3,436.3,574.1,2.7978,242.34,65.51,3.9,34.923
899.1,20.5,436.5,575,2.8149,242.5,65.77,3.9,34.916
899.1,20.8,437,575.3,2.8129,242.92,65.62,3.9,34.911
899,20.8,436.9,574.7,2.8058,242.45,64.5,3.9,34.92
898.9,20,436.4,573.5,2.8086,242.34,65.09,3.9,34.92
898.9,20,436.2,574.3,2.8117,242.66,65.38,3.9,34.914
898.9,20.3,436.4,574.5,2.8056,242.29,65.64,3.9,34.916
898.8,20.7,436.8,575.2,2.8062,242.34,65.43,3.9,34.94
898.8,20.5,437,574.7,2.8081,242.6,65.02,3.9,34.924
898.9,20,436.6,573.9,2.8127,242.76,64.92,3.9,34.911
898.8,19.8,435.9,573.8,2.8118,242.76,58.73,3.8,34.925
898.8,19.7,434.9,571.4,2.6922,233.21,48.71,3.7,34.928
898.8,19.8,429.7,570.8,2.4941,220.29,49.33,3.7,34.928
898.8,20,426.8,573.6,2.4823,222.13,55.85,3.8,34.933
898.8,19.6,427.5,574.4,2.5941,232.1,66.65,3.9,34.928
898.7,19.5,432.5,574.9,2.8304,246.33,76.48,4,34.924
898.7,19.7,438.6,578.4,3.0274,259.09,78.69,4,34.908
898.7,19.8,443.1,584.9,3.0782,264.39,78.72,4,34.924
898.6,19.7,443.8,583.2,3.0822,262.08,78.3,4,34.924
898.6,19.6,443.5,580.5,3.0825,260.56,78.16,4,34.925
898.6,19.6,443.5,580.1,3.0745,260.56,78.32,4,34.928
898.6,19.7,443.7,580.4,3.0809,260.51,78.51,4,34.92
898.6,19.6,443.7,580.7,3.0793,260.88,78.47,4,34.919
898.6,19.6,443.6,580.5,3.0783,260.4,78.49,4,34.912
898.6,19.7,443.7,580.4,3.0812,260.61,77.9,4,34.92
898.6,19.5,443.7,580.2,3.0781,260.14,78.05,4,34.916
898.6,19.4,443.6,579.9,3.0741,260.45,77.97,4,34.932
898.6,19.4,443.5,580.1,3.0736,260.19,78.19,4,34.92
898.6,19.5,443.5,580.2,3.081,260.82,78.04,4,34.912
898.6,19.4,443.5,580.1,3.0851,260.56,78.09,4,34.891
898.6,19.4,443.5,580,3.0814,260.56,78.15,4,34.924
898.5,19.4,443.4,580.4,3.0752,260.56,78.08,4,34.907
898.5,19.5,443.4,580.4,3.0743,260.4,78.03,4,34.903
898.4,19.4,443.4,580.5,3.0815,260.72,78.32,4,34.903
898.4,19.8,443.6,580.8,3.0786,260.82,78.28,4,34.919
898.4,19.8,443.7,580.7,3.0778,260.61,78.49,4,34.89
898.4,20,443.9,581.1,3.0819,260.45,78.52,4,34.912
898.4,20,444.2,581.1,3.0824,260.56,78.69,4,34.919
898.4,20.3,444.6,581.7,3.0634,260.24,78.56,4,34.924
898.4,20.1,444.4,581.3,3.0788,260.24,78.29,4,34.924
898.4,19.9,443.9,581.1,3.0715,260.35,78.36,4,34.903
898.4,19.9,443.8,581.2,3.0743,260.24,78.19,4,34.904
898.4,19.7,443.6,580.9,3.0788,260.45,78.29,4,34.919
898.4,19.7,443.6,580.8,3.0811,260.67,78.26,4,34.912
898.4,19.6,443.4,580.7,3.0748,260.35,77.88,4,34.907
898.5,19.4,443.3,580.2,3.0893,260.61,77.89,4,34.907
898.5,19.4,443.2,580.1,3.0824,260.61,77.85,4,34.89
898.5,19.3,443.2,580,3.0861,260.09,77.88,4,34.908
898.5,19.3,443.2,579.9,3.0814,260.93,77.91,4,34.903
898.6,19.2,443.1,580,3.0765,260.51,77.83,4,34.903
898.6,19.2,443.1,579.5,3.0813,260.51,77.71,4,34.912
898.6,19.2,443,579.7,3.0831,260.45,77.87,4,34.89
898.6,19.3,443.1,579.8,3.0765,260.03,78.1,4,34.912
898.7,19.4,443.2,580.1,3.087,260.35,77.99,4,34.92
898.7,19.3,443.2,579.9,3.0808,260.24,77.85,4,34.928
898.7,19.3,443.1,580,3.084,260.3,78.19,4,34.911
898.7,19.6,443.1,580.3,3.0773,260.45,78.65,4,34.92
898.7,20.2,444.1,582.2,3.0754,260.82,78.5,4,34.903
898.7,20.2,444.1,581.5,3.0604,260.03,78.73,4,34.915
898.8,20.1,444.2,581.7,3.081,260.72,78.61,4,34.911
898.8,20.2,444.3,581.9,3.0671,260.45,78.3,4,34.898
898.9,20,444.2,581.1,3.0815,260.09,78.72,4,34.907
898.8,20.2,444.2,582,3.0781,260.45,78.34,4,34.907
898.8,19.8,444.1,581.3,3.0757,260.67,78.22,4,34.915
898.9,19.6,443.7,581,3.0744,260.61,78.36,4,34.92
898.9,19.6,443.7,580.8,3.0732,260.56,78.19,4,34.928
898.9,19.6,443.8,580.7,3.0658,260.72,78,4,34.908
898.9,19.3,443.7,579.9,3.0818,260.56,78.05,4,34.907
899,19.3,443.5,579.8,3.0793,260.67,77.78,4,34.915
899,19.3,443.3,579.7,3.0683,260.24,77.98,4,34.915
899,19.2,443.2,579.7,3.0844,260.77,78.3,4,34.92
899,19.4,443.4,580.3,3.084,260.82,78.03,4,34.915
899.1,19.3,443.3,579.9,3.0734,260.67,77.91,4,34.923
899.1,19.2,443.3,579.6,3.0842,260.72,77.97,4,34.931
899.2,19.2,443.1,579.6,3.0797,260.45,77.97,4,34.915
899.3,19.3,443,579.8,3.0854,260.24,78.11,4,34.94
899.2,19.4,443,580.1,3.0784,260.77,77.48,4,34.937
899.2,18.6,442.4,578.8,3.093,260.67,77.53,4,34.928
899.2,18.6,441.7,578.3,3.0876,261.03,77.75,4,34.932
899.1,18.8,441.8,579,3.0938,261.08,78.32,4,34.928
899.2,19.4,442.4,580.2,3.076,260.45,78.57,4,34.931
899.1,19.5,443,580.7,3.0885,260.72,78.21,4,34.94
899.2,19.4,442.9,580.1,3.0838,260.88,77.99,4,34.945
899.3,19.3,442.8,579.8,3.0828,260.56,77.63,4,34.957
899.4,19.1,442.7,579.3,3.0836,260.3,77.84,4,34.952
899.4,19,442.3,579.3,3.0739,261.08,77.83,4,34.936
899.3,18.9,442.2,579.1,3.094,260.98,78.17,4,34.945
899.4,19.1,442.4,579.6,3.0863,261.24,77.61,4,34.932
899.5,18.8,442.2,578.7,3.0986,260.56,75.94,4,34.923
899.6,18.6,441.4,577.5,3.0763,257.67,64.96,3.9,34.923
899.6,18.6,437.3,572.5,2.8433,243.08,55.25,3.8,34.923
899.6,18.3,431.8,570.3,2.6323,230.85,46.33,3.7,34.916
899.7,18.2,426,570,2.4654,218.88,47.9,3.7,34.907
899.6,18.2,423.2,573.2,2.478,221.66,48.5,3.7,34.92
899.7,18,423.3,572,2.4896,222.76,49.21,3.7,34.92
899.7,17.9,423.3,571.9,2.5002,223.86,49.2,3.7,34.919
899.7,17.8,423.2,571.7,2.4991,224.23,48.85,3.7,34.915
899.8,17.8,423.2,570.9,2.5002,223.91,41.94,3.6,34.908
899.7,17.7,421.6,569.5,2.3767,213.05,34.52,3.5,34.928
899.8,17.6,417.1,568.5,2.2092,200.34,35.6,3.5,34.907
899.8,17.6,414.7,571.1,2.2083,203.39,36.21,3.5,34.911
899.8,17.5,414.5,571.4,2.2251,203.86,36.5,3.5,34.904
899.6,17.5,414.4,571.3,2.238,204.6,36.5,3.5,34.911
899.6,17.6,414.5,571,2.2332,204.8,39.42,3.6,34.923
899.7,17.7,415,572.5,2.2969,209.85,39.17,3.6,34.923
899.8,17.6,416,571,2.2981,209.37,39.38,3.6,34.911
899.8,17.5,416.4,570.9,2.3079,209.74,39.33,3.6,34.911
899.8,17.6,416.2,570.9,2.3021,209.85,39.27,3.6,34.899
899.9,17.5,416.3,570.8,2.3031,209.58,39.22,3.6,34.915
900,17.4,416.2,570.5,2.3023,209.21,39.31,3.6,34.907
900,17.4,416,570.6,2.2976,210.05,39.14,3.6,34.911
900.2,17.4,416,570.2,2.2926,209.85,39.06,3.6,34.886
900.4,17.4,416,570.2,2.2893,209.64,39.19,3.6,34.894
900.7,17.4,415.7,570.3,2.2977,209.64,38.69,3.6,34.898
900.9,16.8,415.4,569.6,2.2874,209.79,38.85,3.6,34.907
901,16.1,414.5,569.5,2.3179,210.48,37.87,3.6,34.903
901.2,15.6,413.3,568.1,2.2916,209.58,37.83,3.6,34.903
901.4,15,412.3,568.1,2.2955,209.69,37.37,3.6,34.911
901.6,14.4,411.1,567.3,2.2953,209.9,37.11,3.5,34.907
901.8,14.1,410.4,567.4,2.2707,209.85,37.03,3.6,34.903
901.9,13.7,409.3,567.6,2.2732,209.74,37.06,3.6,34.904
902,13.5,409.2,567.7,2.2767,210.05,37.08,3.6,34.903
902,13,408.8,567.5,2.2879,210.79,37.25,3.6,34.879
902.1,12.9,408.4,567.6,2.2827,211.47,36.88,3.6,34.911
902.3,12.7,408.1,566.9,2.2808,210.95,37.16,3.6,34.927
902.4,12.8,408.2,567.3,2.2843,211.05,37,3.6,34.915
902.4,12.6,408,566.8,2.2848,211.21,36.95,3.6,34.912
902.5,12.7,407.7,566.9,2.2837,211.1,36.88,3.6,34.906
902.5,12.5,407.5,566.6,2.2871,210.84,36.83,3.6,34.887
902.6,12.4,407.4,566.5,2.2838,211,36.81,3.6,34.899
902.6,12.6,407.5,566.9,2.2853,210.21,36.11,3.6,34.894
902.6,12.6,407.2,566.3,2.2645,209.85,36.27,3.6,34.903
902.6,12.5,407,566.8,2.2674,210.11,36.33,3.6,34.891
902.6,12.7,407.2,567,2.2671,209.79,36.7,3.6,34.902
902.6,12.6,407.2,567.4,2.2669,210.48,37.12,3.6,34.895
902.5,12.4,407.3,568,2.2762,211.74,36.68,3.6,34.907
902.4,12.2,407.1,567.1,2.2694,210.53,36.45,3.6,34.898
902.4,11.9,406.4,566.6,2.2718,211,36.36,3.6,34.903
902.3,11.8,406.2,566.7,2.2634,210.63,36.58,3.6,34.898
902.1,11.7,406.2,566.6,2.2713,211.26,36.6,3.6,34.886
901.5,11.6,406.1,566.7,2.278,210.84,36.31,3.6,34.886
900.9,11.3,405.8,565.9,2.2615,210.74,36.54,3.6,34.895
900.2,11.2,405.7,566.4,2.2607,210.95,36.76,3.6,34.895
899.5,11.1,405.5,566.6,2.2674,212.21,36.94,3.6,34.903
899.7,10.9,405.6,566.5,2.2744,211.95,36.4,3.6,34.895
900.8,10.9,405.2,565.6,2.2804,211,36.27,3.6,34.891
901.4,10.9,405.1,565.6,2.2733,211,35.82,3.6,34.911
901.9,10.9,405.1,564.7,2.2826,210.53,35.93,3.6,34.899
902.1,11.1,405,565.1,2.27,210.68,36.3,3.6,34.907
902.1,11.2,405.3,566,2.2757,210.84,36.11,3.6,34.903
902.2,11.2,405.1,565.7,2.2719,210.79,36.31,3.6,34.887
902.1,11.3,405.4,565.7,2.2759,210.79,36.28,3.6,34.903
902.1,11.3,405.3,565.9,2.2793,210.63,36.34,3.6,34.907
902,11.4,405.6,565.7,2.2748,210.95,41.21,3.7,34.899
902,11.5,406.6,567.9,2.3845,221.29,57.39,3.9,34.904
901.9,11.4,411.9,565.9,2.7305,244.18,75.75,4.1,34.895
