GT BAROMETRIC PRESSURE,GT COMPRESSOR INLET AIR TEMPERATURE,GT COMPRESSOR OUTLET AIR TEMPERATURE,GT EXHAUST GAS AVERAGE TEMPERATURE (EXHAUST),GT EXHAUST GAS DUCT PRESSURE,GT ACTLD,GT IGV POSITION,GT MAIN A FUEL GAS FLOW,»»÷µ
901.3,13.7,433.4,570.9,3.157,265.39,75.9,4.1,34.911
901.4,13.8,433.3,570.9,3.1532,265.7,75.88,4.1,34.907
901.5,13.7,433.1,570.1,3.1546,265.28,75.62,4.1,34.904
901.4,13.2,432.7,569.9,3.1623,265.49,75.78,4.1,34.908
901.3,13.4,432.5,570,3.1417,265.7,75.55,4.1,34.915
901.4,13,432.1,569.1,3.1577,266.13,75.48,4.1,34.912
901.4,12.8,432,568.9,3.1731,265.92,75.5,4.1,34.903
901.2,12.7,431.6,568.5,3.1654,265.92,75.51,4.1,34.895
901.2,12.7,431.6,568.4,3.165,265.92,75.61,4.1,34.904
901.4,12.8,431.6,568.8,3.1648,265.92,75.42,4.1,34.887
901.4,12.7,431.5,568.1,3.1643,266.13,75.88,4.1,34.899
901.3,12.9,431.7,569.3,3.1644,266.02,75.61,4.1,34.916
901.2,12.7,431.5,568.8,3.1675,266.55,75.65,4.1,34.899
901.3,12.7,431.4,568.8,3.169,266.28,75.6,4.1,34.891
901.3,12.7,431.5,568.5,3.1605,266.33,75.49,4.1,34.912
901.4,12.6,431.4,568.4,3.1592,265.7,75.62,4.1,34.903
901.5,12.7,431.3,568.6,3.1635,266.07,75.59,4.1,34.909
901.5,12.8,431.4,568.7,3.1612,266.07,75.51,4.1,34.886
901.5,12.6,431.3,568.7,3.16,266.02,75.42,4.1,34.891
901.5,12.4,431.1,567.9,3.1589,266.23,75.42,4.1,34.887
901.6,12.6,430.9,568.1,3.1579,265.86,75.66,4.1,34.899
901.6,12.7,431,568.4,3.1633,266.44,75.51,4.1,34.903
901.5,12.5,431,568.4,3.1659,266.49,75.66,4.1,34.903
901.3,12.4,431,568.4,3.1602,266.55,75.42,4.1,34.89
901.5,12.3,430.8,568.1,3.1623,266.33,75.19,4.1,34.879
901.5,12.1,430.5,567.6,3.1719,266.28,75.33,4.1,34.887
901.5,12,430.4,567.3,3.1617,266.65,75.51,4.1,34.887
901.5,12.2,430.4,567.9,3.1548,266.6,75.14,4.1,34.886
901.6,12,430.4,567.3,3.167,266.65,74.95,4.1,34.908
901.6,11.7,430,566.7,3.1674,266.39,74.83,4.1,34.891
901.8,11.7,430,566.6,3.1748,266.6,74.83,4.1,34.895
901.8,11.6,429.7,566.7,3.164,266.18,74.94,4.1,34.891
901.9,11.6,429.5,566.8,3.173,266.7,74.84,4.1,34.916
901.9,11.6,429.7,566.2,3.1739,266.65,74.93,4.1,34.911
901.9,11.6,429.8,566.4,3.1644,266.55,74.93,4.1,34.908
901.9,11.8,429.8,566.7,3.1473,266.33,74.92,4.1,34.903
901.9,11.7,429.7,567,3.1655,266.86,75.04,4.1,34.903
901.9,11.7,429.7,567,3.1583,266.81,74.72,4.1,34.908
901.9,11.5,429.5,566.4,3.1721,266.76,74.75,4.1,34.916
902,11.4,429.3,566.1,3.1706,267.02,74.56,4.1,34.912
902.1,11.3,429.4,565.9,3.1684,266.18,74.59,4.1,34.916
902.1,11.4,429.2,566,3.1768,266.6,74.7,4.1,34.908
902.2,11.4,429.4,566,3.1867,266.44,74.69,4.1,34.921
902.2,11.3,429.2,566.3,3.1722,266.76,74.89,4.1,34.912
902.2,11.3,429.2,566.2,3.1726,267.38,74.75,4.1,34.928
902.2,11.2,429,566.4,3.1734,266.97,74.87,4.1,34.921
902.2,11.3,429.1,566.3,3.1691,266.97,74.85,4.1,34.92
902.1,11.2,429.1,566.2,3.1765,267.38,74.6,4.1,34.912
902.2,11.3,429,566,3.165,266.55,74.68,4.1,34.912
902.2,11.3,428.9,566,3.1653,266.97,74.51,4.1,34.887
902.3,11.3,428.9,565.9,3.1645,266.81,74.59,4.1,34.912
902.3,11.2,428.8,566,3.1715,266.86,74.58,4.1,34.916
902.3,11.1,428.7,566,3.1638,267.33,74.48,4.1,34.929
902.3,11.2,428.8,565.9,3.162,266.81,74.56,4.1,34.924
902.3,11.1,428.7,565.8,3.1763,266.81,74.46,4.1,34.92
902.3,11.1,428.7,566,3.1669,266.65,74.49,4.1,34.937
902.3,11,428.6,565.8,3.1665,267.02,74.36,4.1,34.92
902.3,11,428.4,565.4,3.1713,267.23,74.3,4.1,34.941
902.3,10.9,428.6,565.1,3.1775,266.76,74.47,4.1,34.929
902.4,10.9,428.6,565.1,3.1731,266.91,74.4,4.1,34.937
902.5,11,428.6,565.3,3.1721,267.07,74.62,4.1,34.937
902.5,11,428.6,565.5,3.1794,267.12,74.6,4.1,34.932
902.5,11,428.5,565.7,3.1771,267.12,74.46,4.1,34.945
902.5,10.9,428.6,565.3,3.182,267.54,74.32,4.1,34.937
902.6,10.9,428.7,564.9,3.1791,266.81,74.2,4.1,34.933
902.6,10.8,428.6,565,3.1711,267.23,74.14,4.1,34.937
902.6,10.7,428.3,564.9,3.1734,267.23,74.26,4.1,34.932
902.7,10.7,428.1,565.3,3.1732,267.23,74.27,4.1,34.941
902.6,10.7,428,565,3.1635,267.38,74.18,4.1,34.942
902.6,10.7,427.9,565.3,3.1744,267.23,74.26,4.1,34.94
902.6,10.7,428,565.1,3.1766,266.76,74.03,4.1,34.937
902.6,10.5,427.9,564.8,3.1704,267.02,74.11,4.1,34.938
902.7,10.5,427.8,564.8,3.1816,267.17,73.97,4.1,34.933
902.7,10.5,427.7,564.8,3.1731,266.91,74.05,4.1,34.923
902.7,10.5,427.9,564.5,3.1755,267.28,74.11,4.1,34.92
902.8,10.6,427.8,564.8,3.1769,266.86,74.02,4.1,34.929
902.8,10.5,427.7,564.5,3.1726,266.81,73.84,4.1,34.932
902.8,10.5,427.6,564.5,3.1738,266.81,74.06,4.1,34.941
902.7,10.4,427.6,564.7,3.1877,267.28,74.01,4.1,34.933
902.7,10.4,427.7,564.7,3.1767,267.17,74.01,4.1,34.967
902.7,10.4,427.6,564.6,3.1823,267.12,74.02,4.1,34.937
902.7,10.4,427.6,564.7,3.1789,267.23,73.98,4.1,34.949
902.7,10.4,427.5,564.8,3.1713,266.86,74.02,4.1,34.946
902.7,10.4,427.4,564.8,3.1752,267.02,73.98,4.1,34.946
902.6,10.3,427.3,564.8,3.177,267.38,74,4.1,34.946
902.5,10.4,427.3,564.9,3.1742,266.86,74.28,4.1,34.937
902.5,10.4,427.4,565.2,3.1648,267.38,74.07,4.1,34.957
902.4,10.4,427.5,565,3.1706,267.33,74.13,4.1,34.961
902.5,10.4,427.4,564.9,3.1712,267.07,74,4.1,34.933
902.5,10.4,427.2,564.9,3.176,267.44,73.86,4.1,34.937
902.5,10.5,427.3,564.6,3.1724,267.23,74,4.1,34.949
902.5,10.4,427.4,564.7,3.1633,266.86,73.96,4.1,34.937
902.6,10.4,427.4,564.7,3.1595,267.07,73.88,4.1,34.945
902.6,10.4,427.3,564.5,3.1818,267.02,74.04,4.1,34.928
902.6,10.4,427.3,564.5,3.1643,266.65,74.06,4.1,34.932
902.7,10.3,427.3,564.5,3.1794,267.33,73.89,4.1,34.925
902.8,10.3,427.2,564.6,3.1776,267.12,73.78,4.1,34.937
902.8,10.3,427,564.6,3.169,267.02,73.82,4.1,34.937
902.9,10.3,427.2,564.4,3.1767,266.91,73.76,4.1,34.938
903,10.3,427.1,564.5,3.1766,266.76,73.83,4.1,34.929
903.2,10.3,427.2,564.4,3.1726,267.44,73.82,4.1,34.924
903.3,10.2,427.2,564.6,3.1577,267.33,73.7,4.1,34.937
903.3,9.7,426.7,563.9,3.1608,267.8,73.03,4.1,34.957
903.4,9.5,426,563.2,3.1677,267.17,72.85,4.1,34.937
903.6,9.4,425.8,563.2,3.1603,266.91,73.19,4.1,34.946
903.5,9.3,425.6,563.3,3.1702,268.02,73.2,4.1,34.95
903.6,9.2,425.6,563.4,3.1694,267.75,73.11,4.1,34.946
903.7,9.2,425.4,563.3,3.174,267.65,72.82,4.1,34.937
903.8,9.1,425.3,562.9,3.152,267.54,73.1,4.1,34.941
903.7,8.9,425.1,562.7,3.1522,267.8,72.85,4.1,34.937
903.9,8.8,424.9,562.4,3.1564,267.75,72.78,4.1,34.949
903.8,8.7,424.6,562.3,3.1708,267.8,72.96,4.1,34.937
903.9,8.7,424.6,562.2,3.1646,268.02,72.77,4.1,34.941
903.8,8.6,424.7,562.1,3.1789,267.75,73.01,4.1,34.937
903.9,8.7,424.7,562.2,3.1791,267.96,73.19,4.1,34.928
904,8.7,424.7,562.4,3.177,268.17,73.32,4.1,34.934
904,8.6,424.8,562.6,3.1839,268.85,73.36,4.1,34.95
904.1,8.5,424.7,562.6,3.1875,268.7,73.16,4.1,34.949
904.2,8.6,424.5,562.6,3.1754,268.17,72.89,4.1,34.953
904.3,8.6,424.7,562,3.1863,268.07,73.1,4.1,34.941
904.3,8.6,424.5,562.3,3.1875,268.07,72.86,4.1,34.937
904.4,8.6,424.4,562.3,3.199,268.12,72.98,4.1,34.937
904.4,8.5,424.3,562.2,3.1775,267.96,72.94,4.1,34.954
904.4,8.5,424.3,562.2,3.1889,268.43,72.73,4.1,34.946
904.4,8.6,424.3,562,3.1888,268.38,72.85,4.1,34.945
904.3,8.6,424.3,562.3,3.1844,267.96,72.86,4.1,34.937
904.3,8.6,424.4,562.2,3.1901,268.23,72.78,4.1,34.942
904.3,8.6,424.3,561.9,3.1908,267.96,72.7,4.1,34.958
904.4,8.5,424.3,561.9,3.1949,268.49,72.75,4.1,34.941
904.4,8.5,424.2,562,3.1905,267.96,72.89,4.1,34.948
904.4,8.5,424.3,562.1,3.1905,268.12,72.79,4.1,34.965
904.4,8.5,424.2,561.8,3.1862,268.12,72.68,4.1,34.953
904.6,8.5,424.2,562.1,3.1925,267.91,72.82,4.1,34.95
904.6,8.5,424.1,561.7,3.1867,268.17,72.66,4.1,34.949
904.5,8.4,424,562,3.1886,267.86,72.72,4.1,34.94
904.5,8.4,424.1,561.8,3.1945,268.12,72.89,4.1,34.941
904.5,8.4,424.3,561.9,3.1947,268.28,72.72,4.1,34.953
904.6,8.4,424.3,561.7,3.188,267.8,72.6,4.1,34.945
904.6,8.4,424.1,561.8,3.1853,268.12,72.76,4.1,34.954
904.7,8.3,423.9,561.9,3.1809,268.75,72.66,4.1,34.957
904.5,8.2,424,561.7,3.1946,267.91,72.8,4.1,34.949
904.5,8.3,424,561.7,3.19,268.28,72.48,4.1,34.957
904.6,8.3,423.9,561.5,3.2018,268.49,72.7,4.1,34.962
904.6,8.3,424,561.4,3.1942,268.12,72.55,4.1,34.937
904.7,8.2,424,561.4,3.1961,268.02,72.72,4.1,34.949
904.6,8.2,423.8,561.5,3.1962,267.96,51.37,3.9,34.95
904.7,8.1,418.4,559.5,2.7083,238.4,37.35,3.6,34.954
904.7,8.2,409.8,561.4,2.3691,215.78,37.61,3.6,34.933
904.6,8.2,405.5,562.9,2.3595,215.94,27.84,3.4,34.946
904.6,8.2,401.3,562,2.1664,197.35,28.33,3.5,34.945
904.7,8.2,398.3,566.4,2.1716,199.82,29.05,3.5,34.937
904.6,8.2,398.2,566,2.1685,200.76,29.52,3.5,34.958
904.7,8.1,398.2,565.3,2.1467,202.13,29.69,3.5,34.97
904.8,8.1,398.3,565,2.1616,202.23,29.8,3.5,34.937
904.8,8,398.2,564.9,2.163,202.65,29.62,3.5,34.946
904.7,8,398.2,564.2,2.1783,202.18,29.57,3.5,34.949
904.8,8.1,398.1,564,2.1617,202.6,29.67,3.5,34.937
904.8,8.1,398,564,2.1643,202.39,29.72,3.5,34.941
904.8,8.1,398.1,563.9,2.168,202.18,29.7,3.5,34.95
904.8,8.1,398,563.8,2.1635,202.5,29.74,3.5,34.942
904.7,8.1,398,563.8,2.1608,202.5,29.47,3.5,34.949
904.7,8.2,397.7,563.6,2.1486,203.07,22.35,3.4,34.95
904.7,8.2,396.7,562.2,2.0571,188.21,10.36,3.1,34.949
904.7,8.2,391.2,569.3,1.8192,165.27,6.57,3,34.941
904.7,8.2,384.4,574.2,1.7088,155.3,6.67,3,34.933
904.7,8.2,382.6,575.6,1.7098,155.93,6.59,3,34.933
904.7,8.3,382.1,575.9,1.7139,155.82,6.62,3,34.936
904.6,8.2,382,576.1,1.7119,156.03,6.67,3,34.933
904.6,8.3,381.9,576.1,1.7141,155.93,6.62,3,34.958
904.6,8.3,381.7,576.2,1.7081,156.14,6.69,3,34.949
904.6,8.3,381.7,576.3,1.7158,156.19,6.62,3,34.937
904.5,8.3,381.5,576.1,1.7049,155.45,6.69,3,34.949
904.4,8.3,381.5,576.3,1.7016,155.66,6.66,3,34.933
904.3,8.2,381.4,576.3,1.703,155.98,6.71,3,34.933
904.3,8.2,381.3,576.4,1.7094,155.51,6.56,3,34.933
904.3,8.2,381.2,576.4,1.7193,155.66,6.6,3,34.932
904.2,8.2,381.2,576.2,1.7085,155.77,6.63,3,34.941
904.2,8.1,381.1,576.3,1.7009,156.14,19.13,3.4,34.933
904.1,8,384.2,577.2,1.9087,183.91,33.09,3.6,34.937
904,8.1,392.3,568.3,2.1587,209.27,41.05,3.8,34.927
903.9,7.9,400.5,564.1,2.3721,223.28,41,3.8,34.953
903.9,8,403,563.3,2.3651,223.49,49.11,3.9,34.928
903.9,7.9,405.9,562.2,2.5424,235.36,49.04,3.9,34.924
903.9,7.9,408,560.9,2.5493,235.57,49.09,3.9,34.945
903.8,8,408.6,561,2.5366,235.67,56.24,4.1,34.958
903.7,8,409.1,562,2.7016,246.02,78.61,4.3,34.921
903.7,8,416.4,561.8,3.2493,281.35,78.65,4.4,34.915
903.8,8.1,425.7,579,3.2888,290.38,78.66,4.5,34.941
903.8,8.1,427.9,585.1,3.3035,294.05,78.76,4.5,34.92
903.8,8.2,429.2,590.2,3.2999,295.47,70.55,4.2,34.933
903.7,8.3,428.1,574.8,3.1081,265.13,73.16,4.2,34.912
903.7,8.3,423.5,566.2,3.1042,269.38,75.39,4.3,34.925
903.7,8.2,424.6,565.2,3.1551,272.32,75.66,4.3,34.928
903.7,8.2,425.3,564.4,3.1727,272.69,78.6,4.3,34.925
903.8,8.2,425.3,565.1,3.2396,278.78,78.72,4.3,34.933
903.7,8.3,427.1,569.3,3.2667,279.35,78.68,4.3,34.916
903.7,8.3,427.3,568.7,3.2673,278.57,78.62,4.3,34.929
903.7,8.4,427.9,573.9,3.264,283.55,78.67,4.3,34.932
903.7,8.5,428.3,575.5,3.2729,283.19,78.73,4.3,34.912
903.7,8.6,428.6,575,3.2606,282.56,78.68,4.3,34.916
903.7,8.6,428.7,574.5,3.2608,280.98,78.7,4.4,34.921
903.7,8.4,429.5,584.4,3.2957,291.27,78.77,4.4,34.937
903.7,8.4,429.8,586.7,3.3011,291.01,78.66,4.4,34.92
903.7,8.4,429.7,585.3,3.2928,289.54,78.66,4.4,34.921
903.6,8.6,429.9,585.8,3.2992,289.33,78.74,4.4,34.904
903.6,8.7,429.9,586,3.2814,289.12,78.68,4.4,34.916
903.5,8.8,430.1,586.3,3.2933,289.07,78.67,4.4,34.937
903.5,9,430.3,586.6,3.2891,289.07,78.73,4.4,34.925
903.6,9.1,430.5,586.7,3.2784,288.86,78.68,4.4,34.933
903.6,9.2,430.9,590.6,3.299,292.27,78.65,4.4,34.916
903.5,9,430.7,586.5,3.2848,287.28,78.69,4.4,34.916
903.4,8.9,430,584,3.2821,287.13,78.75,4.4,34.929
903.4,8.9,430.3,585.1,3.2847,287.91,78.65,4.4,34.916
903.3,8.9,430.5,585.1,3.2793,287.7,78.68,4.4,34.911
903.2,9,430.5,585.2,3.2732,287.33,78.74,4.4,34.929
903.1,8.8,430.4,586.1,3.2891,288.8,78.69,4.4,34.916
903,8.7,430.1,586.2,3.2825,289.12,78.63,4.4,34.916
902.9,8.7,430.2,587.3,3.285,290.85,78.72,4.4,34.912
902.9,8.7,430.5,589.7,3.2777,291.8,78.75,4.4,34.921
902.9,8.8,430.5,589.9,3.2902,291.74,78.66,4.4,34.919
902.8,8.8,430.8,591.2,3.3019,291.48,78.73,4.4,34.913
902.8,8.8,430.4,589.5,3.2947,290.75,78.73,4.4,34.916
902.7,8.8,430.4,589,3.2895,291.22,78.67,4.4,34.929
902.7,8.6,430.4,590,3.2953,291.22,78.7,4.4,34.916
902.7,8.7,430.2,587.4,3.2823,289.33,78.69,4.4,34.928
902.8,8.7,430.3,589,3.2949,291.12,78.65,4.4,34.912
902.8,8.8,430.7,591.2,3.2713,292.38,78.61,4.4,34.913
902.9,8.8,430.8,591.1,3.2915,292.11,78.76,4.4,34.925
902.9,8.7,430.7,590.9,3.2814,291.53,78.69,4.4,34.926
902.9,8.7,430.6,591.4,3.2718,291.27,78.67,4.4,34.908
902.9,8.7,430.8,590.9,3.277,292.38,78.72,4.4,34.937
902.9,8.8,430.8,590.8,3.2946,291.69,78.72,4.4,34.92
902.9,8.7,431,591.1,3.2855,292.22,78.68,4.4,34.921
902.9,8.8,430.9,590.9,3.2921,289.75,78.7,4.4,34.92
902.8,8.8,430.7,589.9,3.2933,291.12,78.72,4.4,34.916
902.7,8.7,430.8,590.1,3.2917,290.85,78.66,4.4,34.937
902.7,8.7,430.7,590.1,3.2903,290.9,78.66,4.4,34.94
902.7,8.7,430.7,589.8,3.2812,291.38,78.7,4.4,34.92
902.6,8.7,430.5,586.7,3.2814,288.33,78.69,4.4,34.932
902.6,8.6,430.4,586.8,3.2822,289.02,78.66,4.4,34.924
902.5,8.5,430.2,587.5,3.2886,289.54,78.73,4.4,34.924
902.4,8.6,430.2,587.9,3.2814,289.38,78.65,4.4,34.924
902.4,8.6,430.3,587.1,3.2866,289.23,78.66,4.4,34.933
902.3,8.5,430.3,586.8,3.2916,289.12,78.72,4.4,34.945
902.3,8.6,430.2,587,3.279,288.75,78.69,4.4,34.928
902.2,8.5,430.1,587.2,3.2819,289.33,78.68,4.4,34.928
902.2,8.5,429.8,583.4,3.2703,286.02,78.69,4.4,34.925
902.2,8.5,429.6,581,3.2638,284.29,78.73,4.4,34.925
902.1,8.6,429.5,581.8,3.2628,285.71,78.66,4.3,34.925
902.1,8.6,429.3,579.4,3.2589,282.61,78.67,4.4,34.941
902.1,8.6,429.2,578.8,3.2601,283.19,78.76,4.4,34.928
902.1,8.7,429.3,579.2,3.2586,283.55,78.68,4.3,34.941
902.1,8.7,429,576.6,3.2512,281.35,78.66,4.3,34.937
902.1,8.7,429.1,576.9,3.2526,281.35,78.72,4.3,34.929
902.1,8.7,428.6,574.5,3.2434,279.2,78.68,4.3,34.921
902.1,8.7,428.6,574.3,3.2438,279.67,78.65,4.3,34.937
902,8.6,428.2,571.3,3.2442,278.3,77.45,4.3,34.929
902,8.6,427.9,569.1,3.2144,274.58,78.73,4.3,34.929
902,8.6,427.9,568.3,3.2287,275.68,78.7,4.3,34.933
902,8.7,428.1,568.1,3.2231,276.05,78.7,4.3,34.92
902,8.7,428,568.5,3.2316,276.42,78.68,4.3,34.919
901.9,8.6,428.1,568.4,3.2372,276.26,78.7,4.3,34.925
901.9,8.6,428.1,568.4,3.237,276.52,78.67,4.3,34.928
901.9,8.6,428,568.7,3.2385,276.57,78.74,4.3,34.941
901.9,8.6,428,568.8,3.2388,276.31,72.37,4.2,34.925
901.9,8.6,427.8,567.5,3.1184,266.6,73.72,4.2,34.936
901.9,8.6,424.8,566.3,3.1008,268.91,73.87,4.2,34.92
901.8,8.6,424.9,565.7,3.1137,269.22,72.13,4.2,34.937
901.7,8.6,424.6,564,3.0739,266.28,73.37,4.2,34.946
901.7,8.6,424.5,565,3.0949,268.17,75.86,4.3,34.912
901.7,8.6,425.4,565.8,3.156,271.85,76.27,4.3,34.924
901.6,8.5,426.4,565.7,3.1767,272.01,75.84,4.2,34.945
901.6,8.5,426.3,565.2,3.166,271.58,75.78,4.2,34.92
901.6,8.5,426.1,565.1,3.1648,271.48,75.63,4.2,34.929
901.6,8.4,425.9,565,3.1675,271.27,75.4,4.3,34.941
901.6,8.3,425.9,564.8,3.1714,271.27,75.68,4.3,34.921
901.6,8.3,425.8,564.8,3.166,271.9,71.02,4.2,34.933
901.6,8.2,425.8,564.6,3.0976,265.08,70.1,4.2,34.932
901.6,8.2,423.1,563.6,3.0376,264.34,68.63,4.2,34.933
901.5,8.2,422,562.7,3.0071,261.98,69.18,4.2,34.928
901.5,8.1,421.9,562.8,3.023,262.87,72.62,4.2,34.929
901.5,8.2,423,564,3.0801,267.54,71.91,4.2,34.924
901.5,8.2,423.3,563.3,3.0834,266.44,71.71,4.2,34.924
901.4,8.1,423.2,563.2,3.0701,265.97,71.6,4.2,34.941
901.4,8.2,423.2,562.8,3.0714,266.07,74.95,4.3,34.932
901.5,8.2,423.5,564.4,3.134,270.8,74.82,4.2,34.928
901.4,8.2,424.7,564.4,3.1495,270.27,74.35,4.2,34.919
901.4,8.3,424.8,563.9,3.1267,270.12,74.2,4.2,34.912
901.4,8.1,424.7,563.7,3.1212,269.59,74.07,4.2,34.933
901.5,8.2,424.7,563.8,3.129,269.38,73.98,4.2,34.924
901.5,8.2,424.6,563.8,3.1241,269.7,72.52,4.2,34.92
901.5,8.2,424.2,562.7,3.094,267.38,73.16,4.2,34.912
901.6,8.1,423.9,563.7,3.099,268.33,73.63,4.2,34.92
901.7,8.2,424.2,563.9,3.1102,268.54,72.41,4.2,34.925
901.8,8.2,424,562.9,3.0973,267.54,72.84,4.2,34.933
902,8.2,423.8,563.5,3.0957,267.75,74.78,4.3,34.925
902,8.2,424.3,564.4,3.136,270.59,77.74,4.3,34.926
902.1,8.2,425.6,565.1,3.2227,274.84,78.65,4.3,34.932
902.1,8.2,426.6,567.4,3.2441,277.94,78.69,4.3,34.932
902.3,8.1,427.3,569.4,3.2604,278.99,78.6,4.3,34.924
902.4,8.1,428.1,574.6,3.2619,282.82,78.69,4.3,34.924
902.3,8.2,428.1,574.2,3.2656,281.82,78.72,4.3,34.92
902.3,8.1,427.8,573.6,3.2656,280.88,78.7,4.3,34.921
902.4,8.1,427.8,572.5,3.2647,280.04,78.69,4.3,34.917
902.5,8.1,427.3,570.5,3.2556,278.73,78.73,4.3,34.924
902.5,8.1,427.4,570.3,3.2595,279.35,78.73,4.3,34.928
902.7,8.2,428,575.2,3.2653,284.03,78.65,4.3,34.916
902.8,8.2,428.3,577,3.2708,283.82,78.7,4.3,34.908
902.8,8.2,428.3,575.9,3.2691,282.19,78.74,4.4,34.92
902.8,8.1,429,583.9,3.2974,290.43,78.72,4.4,34.925
902.8,8.2,429.6,588,3.3041,290.7,78.68,4.4,34.903
902.8,8.2,429.3,584.8,3.2788,288.23,78.74,4.4,34.92
902.7,8.2,429.1,584,3.2727,287.97,78.68,4.4,34.886
902.6,8.1,429,585.2,3.289,289.17,78.63,4.4,34.915
902.7,8,429.4,585.6,3.29,289.96,78.69,4.4,34.912
902.8,8,429.2,585.8,3.2804,289.8,78.76,4.4,34.916
902.7,8,429.4,585.8,3.2819,289.75,78.6,4.4,34.916
902.7,8,429.5,585.9,3.2938,290.75,78.65,4.4,34.912
902.7,8,429.7,588.9,3.2732,291.53,78.7,4.4,34.895
902.7,8.1,430,589.9,3.2815,292.58,78.72,4.4,34.908
902.7,8.1,430,590.3,3.2953,292.38,78.66,4.4,34.92
902.8,8.1,430,589.4,3.2853,291.8,78.69,4.4,34.923
902.8,8.1,429.9,589.8,3.2815,292.38,78.77,4.4,34.916
902.8,8.1,429.9,590.2,3.2738,292.22,78.68,4.4,34.916
902.8,8.2,430.2,590.4,3.2918,292.74,78.65,4.4,34.916
902.8,8.1,430.2,590.4,3.2923,293.16,78.67,4.4,34.928
902.9,8.2,430.1,590.9,3.2917,292.11,78.76,4.4,34.924
902.9,8.3,430.2,591,3.2842,292.17,78.69,4.4,34.92
902.9,8.4,430.5,590.8,3.2822,292.38,78.68,4.4,34.92
902.9,8.4,430.2,590.7,3.2886,291.8,78.72,4.4,34.932
903,8.5,430.6,591.1,3.2837,292.17,78.74,4.4,34.913
902.9,8.5,430.6,590.9,3.2958,291.69,78.68,4.4,34.925
902.9,8.6,430.6,590.8,3.2806,291.53,78.66,4.4,34.915
902.9,8.6,430.7,590.7,3.2767,291.95,78.75,4.4,34.908
902.9,8.7,430.8,591.2,3.2773,292.11,78.73,4.4,34.898
902.9,8.8,430.5,587,3.2743,287.44,78.65,4.4,34.906
902.9,8.8,430.6,589.2,3.2721,290.7,78.73,4.4,34.922
902.9,8.8,431,591,3.2636,291.69,78.76,4.4,34.936
902.9,8.8,431,591.1,3.2523,290.85,78.67,4.4,34.921
902.9,8.8,430.9,591,3.281,291.27,78.7,4.4,34.92
902.8,8.9,431,591.1,3.2718,291.17,78.67,4.4,34.921
902.8,9,431.3,591.2,3.2804,291.53,78.76,4.4,34.916
902.9,9,431.5,591.1,3.2705,291.17,78.7,4.4,34.92
903,9.1,431.4,591.6,3.2682,290.07,78.68,4.4,34.913
903,9.1,431.6,591.2,3.2755,291.38,78.73,4.4,34.904
903,9.2,431.6,591.3,3.2594,291.01,78.76,4.4,34.924
903,9.2,431.5,591.1,3.2771,291.22,78.68,4.4,34.924
903,9.3,431.6,591.3,3.2771,290.12,78.66,4.4,34.911
903.1,9.3,431.6,591,3.2623,290.27,78.76,4.4,34.912
903.1,9.4,431.8,591.5,3.2649,289.96,78.66,4.4,34.92
903,9.3,431.7,591.4,3.2478,290.38,78.65,4.4,34.916
903.1,9.4,431.7,591.4,3.2605,290.38,78.73,4.4,34.924
903.1,9.7,432,591.7,3.2536,289.28,78.75,4.4,34.924
903.1,9.6,432,591.2,3.2586,290.54,78.69,4.4,34.938
903.1,9.7,432.2,591.5,3.2497,289.7,78.66,4.4,34.924
903.1,9.9,432.5,591.7,3.2488,289.33,78.72,4.4,34.916
903.1,10,432.6,591.7,3.2611,289.8,78.7,4.4,34.94
903.1,10.1,432.6,592.1,3.2435,289.07,78.67,4.4,34.929
903.2,10.1,432.4,589.1,3.2292,284.71,78.66,4.4,34.924
903.2,10.2,432.1,586.6,3.2227,286.08,78.74,4.3,34.919
903.2,10.2,432.3,587.6,3.2211,283.71,78.7,4.4,34.925
903.2,10.5,432.6,587.4,3.2372,286.97,78.67,4.4,34.928
903.2,10.5,433,588.8,3.2335,286.08,78.67,4.4,34.92
903.2,10.1,432.6,586.8,3.2519,285.81,78.73,4.4,34.941
903.3,10.2,432.6,587.2,3.2349,285.76,78.66,4.4,34.916
903.3,10.2,432.9,587.3,3.2323,286.44,78.65,4.4,34.924
903.2,10.2,432.7,588,3.2183,286.86,78.72,4.4,34.936
903.3,10.3,432.8,588.3,3.2346,286.86,78.73,4.4,34.92
903.3,10.5,433,587.7,3.2233,285.39,78.62,4.4,34.904
903.4,10.4,432.8,587.4,3.2376,285.55,78.66,4.4,34.932
903.4,10.3,432.9,587.6,3.2344,286.23,78.74,4.4,34.933
903.4,10.5,432.9,587.5,3.2323,285.34,78.72,4.4,34.932
903.4,10.7,433.4,588.1,3.2399,285.71,78.62,4.4,34.928
903.5,10.6,433.2,588.5,3.2127,285.97,78.7,4.4,34.923
903.5,10.6,433.1,588.7,3.2192,286.02,78.72,4.4,34.921
903.5,10.9,433.5,588.3,3.2053,285.6,78.66,4.4,34.932
903.5,10.9,433.6,588.3,3.22,285.6,78.72,4.4,34.932
903.5,10.8,433.5,588.1,3.2251,285.92,78.73,4.4,34.933
903.6,11,433.8,589.1,3.2126,285.76,78.69,4.4,34.933
903.6,11.1,433.8,589.3,3.2139,286.28,78.65,4.4,34.944
903.6,11.2,433.9,589.8,3.2144,286.28,78.69,4.4,34.924
903.6,11,434.2,590.4,3.223,286.02,78.73,4.4,34.926
903.5,11.3,434.3,589.4,3.2273,284.92,78.7,4.4,34.928
